compound,auid,aurl,spacegroup_relax,Pearson_symbol_relax,ael_shear_modulus_hrv,ael_bulk_modulus_hrv
C5Hf1Ta1Ti1W1Zr1,aflow:4c3e4c3e59f310a5,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_47,44,oI20,191.39,274.551
C5Hf1Ta1Ti1W1Zr1,aflow:52d6f255b37f1877,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_02_H0C1,160,hR10,194.562,276.923
C5Hf1Ta1Ti1W1Zr1,aflow:578518a2dea69056,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_31_H2C6,8,mS20,192.27,274.191
C5Hf1Ta1Ti1W1Zr1,aflow:58257cdf2f09f768,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_20,107,tI20,184.875,272.185
C5Hf1Ta1Ti1W1Zr1,aflow:5867db1823afddb1,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_23_H1C12,44,oI20,191.838,275.144
C5Hf1Ta1Ti1W1Zr1,aflow:59d2ddded54e355a,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_40_H3C3,107,tI20,181.21,271.928
C5Hf1Ta1Ti1W1Zr1,aflow:5b87e8e87ddd73cc,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_13,107,tI20,177.736,268.87
C5Hf1Ta1Ti1W1Zr1,aflow:5ca7efb04e2b030a,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_26,44,oI20,191.282,276.324
C5Hf1Ta1Ti1W1Zr1,aflow:5dfdc88ee66e4703,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_16,160,hR10,180.496,273.248
C5Hf1Ta1Ti1W1Zr1,aflow:654b00262b8d44c0,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_33,8,mS20,189.936,272.727
C5Hf1Ta1Ti1W1Zr1,aflow:67ebde1e4cf48a0d,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_41,44,oI20,190.759,274.255
C5Hf1Ta1Ti1W1Zr1,aflow:6baa4aff046c4b75,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_30,44,oI20,187.914,272.598
C5Hf1Ta1Ti1W1Zr1,aflow:6e4c732d532c2e52,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_26_H2C1,8,mS20,187.56,273.924
C5Hf1Ta1Ti1W1Zr1,aflow:6e509437268e15f7,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_22,107,tI20,177.563,271.984
C5Hf1Ta1Ti1W1Zr1,aflow:7945e9f7ec1fc248,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_28_H2C3,8,mS20,192.696,271.654
C5Hf1Ta1Ti1W1Zr1,aflow:796c2eb8314fba8a,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_47_H3C12,107,tI20,179.869,271.354
C5Hf1Ta1Ti1W1Zr1,aflow:7b21a97df02dd78e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_45,8,mS20,189.424,271.983
C5Hf1Ta1Ti1W1Zr1,aflow:7c023a016105d3d5,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_21,107,tI20,186.415,273.537
C5Hf1Ta1Ti1W1Zr1,aflow:7f51094acd97e63c,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_39_H3C2,107,tI20,178.946,268.809
C5Hf1Ta1Ti1W1Zr1,aflow:83b9fe126840ed77,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_05,160,hR10,185.593,270.336
C5Hf1Ta1Ti1W1Zr1,aflow:83860b8251692c75,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_34,8,mS20,187.344,273.779
C5Hf1Ta1Ti1W1Zr1,aflow:85b9209b8e85b138,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_13_H1C0,44,oI20,194.387,277.75
C5Hf1Ta1Ti1W1Zr1,aflow:86446a56cedc5b08,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_17_H1C4,44,oI20,188.796,277.009
C5Hf1Ta1Ti1W1Zr1,aflow:896636ec6f87e8c3,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_46_H3C10,107,tI20,181.205,271.084
C5Hf1Ta1Ti1W1Zr1,aflow:89633705fc40eb0c,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_14,160,hR10,182.956,272.773
C5Hf1Ta1Ti1W1Zr1,aflow:8bb75ac96a39e807,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_42_H3C5,107,tI20,189.894,271.916
C5Hf1Ta1Ti1W1Zr1,aflow:8bf15e602564b0ed,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_04_H0C3,160,hR10,185.479,269.849
C5Hf1Ta1Ti1W1Zr1,aflow:9000d3d819d3c1cb,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_35_H2C12,8,mS20,190.187,273.876
C5Hf1Ta1Ti1W1Zr1,aflow:9195343e6008e657,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_17,107,tI20,180.959,272.619
C5Hf1Ta1Ti1W1Zr1,aflow:9123e1a4f06a25bd,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_15,160,hR10,194.203,276.187
C5Hf1Ta1Ti1W1Zr1,aflow:94975b78b5610140,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_03_H0C2,160,hR10,180.741,266.621
C5Hf1Ta1Ti1W1Zr1,aflow:9755a5ec1ca27caa,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_01,160,hR10,187.001,273.899
C5Hf1Ta1Ti1W1Zr1,aflow:99a2a23f32bb09fd,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_04,160,hR10,184.186,267.298
C5Hf1Ta1Ti1W1Zr1,aflow:9a1022ea31e5612d,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_43_H3C6,107,tI20,179.766,272.148
C5Hf1Ta1Ti1W1Zr1,aflow:9c190c06ba62fcdd,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_42,44,oI20,190.805,275.388
C5Hf1Ta1Ti1W1Zr1,aflow:9d8c7b9a5ff3bb33,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_25,44,oI20,187.613,274.107
C5Hf1Ta1Ti1W1Zr1,aflow:9f143e2837917d31,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_24_H1C14,44,oI20,194.114,277.852
C5Hf1Ta1Ti1W1Zr1,aflow:a3eb66a1c4a04396,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_21_H1C8,44,oI20,192.693,275.577
C5Hf1Ta1Ti1W1Zr1,aflow:a9a73a3b12e625cd,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_16_H1C3,44,oI20,189.368,274.387
C5Hf1Ta1Ti1W1Zr1,aflow:a9a4ea6e3ddeef4a,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_15_H1C2,44,oI20,191.788,274.89
C5Hf1Ta1Ti1W1Zr1,aflow:ac61d694c9ace525,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_10,107,tI20,174.775,270.711
C5Hf1Ta1Ti1W1Zr1,aflow:ac61375911e7ceee,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_08,160,hR10,189.09,275.953
C5Hf1Ta1Ti1W1Zr1,aflow:ae2d4d70cb1b5281,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_03,160,hR10,190.78,275.016
C5Hf1Ta1Ti1W1Zr1,aflow:b295395f8e177a4f,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_41_H3C4,107,tI20,189.73,270.932
C5Hf1Ta1Ti1W1Zr1,aflow:b6e0c3c36cd2a94e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_02,160,hR10,180.695,265.612
C5Hf1Ta1Ti1W1Zr1,aflow:ba0594f3830721d9,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_48,44,oI20,193.205,277.733
C5Hf1Ta1Ti1W1Zr1,aflow:babac7893a83d0f8,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_22_H1C10,44,oI20,188.421,274.071
C5Hf1Ta1Ti1W1Zr1,aflow:bfc4c59e7e92826e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_06_H0C5,160,hR10,191.232,275.374
C5Hf1Ta1Ti1W1Zr1,aflow:c69b5879f6527ace,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_09,107,tI20,185.345,269.598
C5Hf1Ta1Ti1W1Zr1,aflow:c64ef09ad665c923,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_23,107,tI20,188.791,277.008
C5Hf1Ta1Ti1W1Zr1,aflow:cde2d6c199c48b98,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_08_H0C7,160,hR10,194.378,276.675
C5Hf1Ta1Ti1W1Zr1,aflow:ce0235a34c7e1ab4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_12_H0C14,160,hR10,189.188,275.984
C5Hf1Ta1Ti1W1Zr1,aflow:cf730b178a491b5f,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_49,8,mS20,193.234,275.152
C5Hf1Ta1Ti1W1Zr1,aflow:d6e9c442fb7b5171,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_05_H0C4,160,hR10,187.153,274.435
C5Hf1Ta1Ti1W1Zr1,aflow:d65c43221c2cc89e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_20_H1C7,44,oI20,191.514,278.109
C5Hf1Ta1Ti1W1Zr1,aflow:d812477fedfb5e4e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_24,107,tI20,179.432,273.546
C5Hf1Ta1Ti1W1Zr1,aflow:d81fc1b632abcea8,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_29,44,oI20,188.776,272.283
C5Hf1Ta1Ti1W1Zr1,aflow:db9ff0ce2b0203df,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_27_H2C2,8,mS20,189.561,270.699
C5Hf1Ta1Ti1W1Zr1,aflow:db59308ace54f8b4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_36_H2C14,8,mS20,184.262,272.678
C5Hf1Ta1Ti1W1Zr1,aflow:ddf403480a4d2896,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_19_H1C6,44,oI20,192.95,276.65
C5Hf1Ta1Ti1W1Zr1,aflow:de291a2878cded0c,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_31,8,mS20,191.873,274.055
C5Hf1Ta1Ti1W1Zr1,aflow:e4c13132acd310f4,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_36,44,oI20,192.931,278.559
C5Hf1Ta1Ti1W1Zr1,aflow:e698b18f80a6f246,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_38,8,mS20,187.191,271.678
C5Hf1Ta1Ti1W1Zr1,aflow:e9fd956b4965cb6e,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_11,107,tI20,187.221,271.563
C5Hf1Ta1Ti1W1Zr1,aflow:ea6a6b39c39bb5c2,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_43,8,mS20,190.119,272.27
C5Hf1Ta1Ti1W1Zr1,aflow:ec0531357559d824,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_19,107,tI20,186.328,272.741
C5Hf1Ta1Ti1W1Zr1,aflow:ecf5756a35370587,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_12,160,hR10,195.272,280.246
C5Hf1Ta1Ti1W1Zr1,aflow:f5e95fb3599c2443,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_25_H2C0,8,mS20,187.607,272.729
C5Hf1Ta1Ti1W1Zr1,aflow:f647505d31c6ad9d,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_07,160,hR10,187.604,277.466
C5Hf1Ta1Ti1W1Zr1,aflow:f895196d3ff498ab,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_45_H3C8,107,tI20,181.49,269.888
C5Hf1Ta1Ti1W1Zr1,aflow:f8fc5c3318149460,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF/ARUN.POCC_38_H3C1,107,tI20,190.29,273.913
C5Hf1Ta1Ti1W1Zr1,aflow:fd5dd24f91165a93,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_44,8,mS20,189.133,274.807
C5Hf1Ta1Ti1W1Zr1,aflow:fff669b8212ed832,aflowlib.duke.edu:AFLOWDATA/LIB6_RAW/CHf_pvTa_pvTi_svW_pvZr_sv:PAW_PBE/AB_cF8_225_a_b.AB:POCC_P0-1xA_P1-0.2xB-0.2xC-0.2xD-0.2xE-0.2xF:OLD/ARUN.POCC_27,44,oI20,190.343,275.413
